,START,END,RISK_FLOW
0,17091011700,17091011700,3.518674313045565e-06
1,17091011700,17091010800,1.407469725218226e-05
2,17091011700,17091012100,5.453945185220625e-05
3,17091011700,17091012500,1.7593371565227827e-05
4,17091011700,17091011900,1.7593371565227827e-05
5,17091011700,17091010900,3.518674313045565e-06
6,17091011700,17091010202,1.7593371565227827e-05
7,17091011700,17091010701,1.0556022939136696e-05
8,17091011700,17031839100,3.518674313045565e-06
9,17091011700,17091012000,7.037348626091128e-06
10,17091011700,17091010602,3.518674313045565e-06
11,17091011700,17091010702,1.407469725218226e-05
12,17091011700,17091010201,3.518674313045565e-06
13,17091011700,17043844702,3.518674313045565e-06
14,17091011700,17091012300,1.7593371565227827e-05
15,17091011700,17197883211,3.518674313045565e-06
16,17091011800,17091011700,2.7051675213259287e-06
17,17091011800,17091011800,2.164134017060743e-05
18,17091011800,17091010800,5.4103350426518575e-06
19,17091011800,17091012100,4.193009658055189e-05
20,17091011800,17091012200,2.7051675213259287e-06
21,17091011800,17091012500,1.8936172649281495e-05
22,17091011800,17091011900,2.7051675213259287e-06
23,17091011800,17091010900,2.7051675213259287e-06
24,17091011800,17091011400,8.115502563977788e-06
25,17091011800,17031828402,2.7051675213259287e-06
26,17091011800,17091010202,5.4103350426518575e-06
27,17091011800,17091010701,2.7051675213259287e-06
28,17091011800,17091011500,2.7051675213259287e-06
29,17091011800,17091012000,1.8936172649281495e-05
30,17091011800,17091010602,5.4103350426518575e-06
31,17091011800,17091010702,2.8404258973922247e-05
32,17091011800,17091012300,1.4878421367292609e-05
33,17091011800,17197883211,2.7051675213259287e-06
34,17119400951,17119400951,0.00027421514984813755
35,17119400951,17119403402,4.318348816506102e-06
36,17119400951,17119400200,1.2955046449518308e-05
37,17119400951,17119400801,1.2955046449518308e-05
38,17119400951,17119400802,1.7273395266024408e-05
39,17119400951,17119403101,4.318348816506102e-06
40,17119400951,17119402900,6.477523224759154e-06
41,17119400951,17031820902,4.318348816506102e-06
42,17119400951,17163504500,4.318348816506102e-06
43,17119400951,17163503414,4.318348816506102e-06
44,17119400951,17119401903,2.1591744082530512e-05
45,17119400951,17119403534,4.318348816506102e-06
46,17119400951,17119404000,0.00014898303416946052
47,17119400951,17119400903,4.318348816506102e-06
48,17119400951,17119403121,4.318348816506102e-06
49,17119400951,17119401800,4.318348816506102e-06
50,17119400951,17119400700,8.636697633012204e-06
51,17119400951,17119400101,4.1024313756807975e-05
52,17119400951,17119403533,1.2955046449518308e-05
53,17119400951,17119404100,4.318348816506102e-06
54,17119400951,17119400904,4.318348816506102e-06
55,17119400951,17163502100,4.318348816506102e-06
56,17119400951,17163502300,4.318348816506102e-06
57,17119400951,17119403001,2.3750918490783567e-05
58,17119400951,17119403002,4.318348816506102e-06
59,17119400951,17119402600,4.318348816506102e-06
60,17119400952,17119400951,2.7550561091211242e-05
61,17119400952,17119400952,2.9000590622327616e-06
62,17119400952,17119403531,2.9000590622327616e-06
63,17119400952,17119400200,2.320047249786209e-05
64,17119400952,17119400801,4.350088593349143e-06
65,17119400952,17119400802,5.800118124465522e-06
66,17119400952,17199021000,5.800118124465522e-06
67,17119400952,17029000400,2.9000590622327616e-06
68,17119400952,17119401000,2.9000590622327616e-06
69,17119400952,17119402400,2.9000590622327616e-06
70,17119400952,17119403101,2.9000590622327616e-06
71,17119400952,17119402900,4.350088593349143e-06
72,17119400952,17119401903,1.5950324842280192e-05
73,17119400952,17119403534,2.9000590622327616e-06
74,17119400952,17119403604,2.9000590622327616e-06
75,17119400952,17119404000,2.320047249786209e-05
76,17119400952,17119400903,2.9000590622327616e-06
77,17119400952,17119403121,2.9000590622327616e-06
78,17119400952,17163503904,2.9000590622327616e-06
79,17119400952,17119400101,3.915079734014229e-05
80,17119400952,17119403533,5.800118124465522e-06
81,17119400952,17119404100,7.250147655581903e-06
82,17119400952,17163502500,2.9000590622327616e-06
83,17119400952,17119403001,2.1750442966745715e-05
84,17119400952,17119403002,2.9000590622327616e-06
85,17119400952,17119403300,2.9000590622327616e-06
86,17135957500,17135957500,3.836083485857727e-05
87,17135957500,17135957700,2.256519697563369e-06
88,17135957500,17135957900,2.256519697563369e-06
89,17135957500,17021959000,4.513039395126738e-06
90,17135957500,17021958700,3.384779546345054e-06
91,17119401100,17119401100,8.202123565140898e-05
92,17119401100,17119403531,5.656636941476482e-06
93,17119401100,17119400200,5.656636941476482e-06
94,17119401100,17119400801,1.1313273882952963e-05
95,17119401100,17119402400,1.1313273882952963e-05
96,17119401100,17119401300,6.787964329771778e-05
97,17119401100,17119401721,5.656636941476482e-06
98,17119401100,17119402000,1.1313273882952963e-05
99,17119401100,17119402701,5.656636941476482e-06
100,17119401100,17119402900,1.1313273882952963e-05
101,17119401100,17163503414,5.656636941476482e-06
102,17119401100,17119401903,4.5253095531811854e-05
103,17119401100,17119404000,5.656636941476482e-06
104,17119401100,17163502404,5.656636941476482e-06
105,17119401100,17119403121,1.1313273882952963e-05
106,17119401100,17119402721,1.1313273882952963e-05
107,17119401100,17119401800,5.656636941476482e-06
108,17119401100,17119400101,5.656636941476482e-06
109,17119401100,17119404100,5.656636941476482e-06
110,17119401100,17119403001,1.9798229295167684e-05
111,17119401100,17119401901,1.4141592353691204e-05
112,17119401100,17119402100,1.6969910824429445e-05
113,17119401500,17119401722,2.4026576278708003e-06
114,17119401500,17119400200,2.4026576278708003e-06
115,17119401500,17119402400,1.0811959325418602e-05
116,17119401500,17119401300,7.207972883612401e-06
117,17119401500,17119402000,2.4026576278708003e-06
118,17119401500,17119402701,2.4026576278708003e-06
119,17119401500,17163503414,2.4026576278708003e-06
120,17119401500,17119401903,2.4026576278708003e-06
121,17119401500,17119402721,8.409301697547802e-06
122,17119401500,17119400101,4.8053152557416006e-06
123,17119401500,17119403001,2.4026576278708003e-06
124,17119401500,17119402600,1.56172745811602e-05
125,17119401500,17119402100,9.6106305114832e-06
126,17119401722,17119400951,2.3339605766215085e-06
127,17119401722,17119401722,5.834901441553771e-06
128,17119401722,17119401000,4.667921153243017e-06
129,17119401722,17119402400,2.3339605766215085e-06
130,17119401722,17119401300,1.2836783171418297e-05
131,17119401722,17119401721,1.2836783171418297e-05
132,17119401722,17119402000,2.3339605766215085e-06
133,17119401722,17119402701,2.3339605766215085e-06
134,17119401722,17119402900,2.3339605766215085e-06
135,17119401722,17119401903,1.1669802883107542e-05
136,17119401722,17163503304,2.3339605766215085e-06
137,17119401722,17163502404,4.667921153243017e-06
138,17119401722,17119402721,2.3339605766215085e-06
139,17119401722,17119401800,2.3339605766215085e-06
140,17119401722,17119401200,2.3339605766215085e-06
141,17119401722,17119403533,2.3339605766215085e-06
142,17119401722,17119403001,2.450658605452584e-05
143,17119401722,17119403002,2.3339605766215085e-06
144,17119401722,17119402600,4.667921153243017e-06
145,17119401722,17119401901,2.3339605766215085e-06
146,17119401722,17119402100,9.335842306486034e-06
147,17189950200,17189950200,8.662990778407943e-05
148,17189950200,17189950400,6.87538950667297e-06
149,17189950200,17189950300,5.637819395471836e-05
150,17189950200,17119403502,2.7501558026691886e-06
151,17189950200,17027900602,5.500311605338376e-06
